,index,Usuario,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
2509,2509.0,tm363922,Dovlatov,MOVIE,"Dovlatov charts six days in the life of a brilliant, ironic writer who saw far beyond the rigid limits of 70s Soviet Russia. Sergei Dovlatov fought to preserve his own talent and decency with poet and writer Joseph Brodsky, while watching his artist friends got crushed by the iron-willed state machinery.",2018,PG-13,126,tt7763020,6,1974
2512,2512.0,tm347850,SPF-18,MOVIE,"18-year-old Penny Cooper spent years pining for Johnny Sanders Jr., but when a mysterious musician shows up on the beach, Penny is torn.",2017,PG-13,75,tt7296862,3,5122
2519,2519.0,tm438995,A Christmas Prince: The Royal Wedding,MOVIE,"A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding â€” but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom.",2018,PG,101,tt8709036,5,10658
2520,2520.0,ts83070,72 Dangerous Animals: Asia,SHOW,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",2018,TV-14,47,tt8728268,6,517
2521,2521.0,ts85618,Prince of Peoria,SHOW,A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,2018,TV-Y7,26,tt8001718,5,471
2524,2524.0,tm242765,Raising the Bar,MOVIE,"16-year-old Kelly quits an elite gymnastics program and moves to Australia. To help out a new friend and show up an old rival she re-enters competitive gymnastics, she'll have to find a way to move forward while making amends with her past.",2017,PG,93,tt5274066,5,1545
2525,2525.0,tm348073,Pup Star: Better 2Gether,MOVIE,"Pup Star is back for an all-new adventure! After winning the canine competition show Pup Star and becoming an international pup sensation, Tiny, the adorable Yorkie, has her world turned upside down when an evil rival switches her out in competition with a street pup named Scrappy. The two pups find themselves living the others' very different life and an incredible journey through iconic cities ensues in this fun and hilarious dog-out-of-water adventure! As they prepare for the Pup Star competition to reach its finale, each experiences life through a very different collar and discover the importance of family and being true to yourself. At the finale, both Yorkies claim to be Tiny leaving everyone, including the judges, wondering â€“ who is the real Pup Star? A huge, fun musical adventure, â€˜Pup Star: Better 2getherâ€™ is filled with incredible singing pups, fantastic new paw-tapping songs, and an action packed heart-warming story that will have audiences of all ages howling for more!",2017,G,90,tt6357074,4,234
2526,2526.0,tm307751,Jab Harry Met Sejal,MOVIE,"Haunted by the memories of home he once knew, a middle-aged tour guide unconsciously embarks on a journey to find self.",2017,PG,144,tt5997666,5,20501
2528,2528.0,ts81596,Black Crows,SHOW,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",2017,TV-MA,39,tt7356518,5,295
2530,2530.0,tm445456,Pihu,MOVIE,"The social thriller starring a two year-old baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.",2018,G,91,tt8458202,6,2411
2543,2543.0,ts81485,Ponysitters Club,SHOW,A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.,2018,TV-Y,23,tt7692572,6,116
2544,2544.0,ts82445,Ashes of Love,SHOW,Jin Mi is the daughter of a flower deity who is fed a pill that prevents her from feeling or expressing romantic love. She gets tangled in a love triangle with Heavenly Prince Xu Feng and the ambitious Night Deity Run Yu.,2018,TV-14,43,tt8976346,8,1875
2549,2549.0,ts85183,Vai Anitta,SHOW,Go behind the scenes with Brazilian superstar Anitta as the singer reveals how she's consolidating her international career.,2018,TV-MA,40,tt8961530,5,448
2555,2555.0,ts83045,Accidentally In Love,SHOW,"The quirky experiences of a popular singer who returns to school and becomes seat mates with a seemingly ordinary girl.

When Si Tu Feng decides to go back to school, he becomes the center of attention as fans, classmates and the media follow his every move. He meets Chen Qing Qing, an ordinary student with a dual personality.",2018,TV-14,29,tt9077184,7,1100
2558,2558.0,ts78707,The Joel McHale Show with Joel McHale,SHOW,"Trending news, pop culture, social media, original videos and more come together in host Joel McHale's weekly comedy commentary show.",2018,TV-MA,29,tt7895706,7,2378
2559,2559.0,ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo GuzmÃ¡n, the worldâ€™s most-wanted drug lord.",2017,TV-MA,55,tt7334894,6,1073
2561,2561.0,tm307774,Jagga Jasoos,MOVIE,A gifted teenage detective searches for his missing father with his ladylove assistant.,2017,PG,180,tt4129428,6,10092
2562,2562.0,tm411503,Candy Jar,MOVIE,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,2018,PG-13,92,tt6744044,5,4950
2563,2563.0,tm363329,Christmas Wedding Planner,MOVIE,"Wedding Planner, Kelsey Wilson, is about to have her big break: planning her beloved cousin's lavish and exclusive wedding. Everything is going smoothly until Connor McClane, a devilishly handsome private investigator, shows up and turns Kelsey's world upside-down. Hired by a secret source, Connor quickly disrupts the upcoming nuptials but wins Kelsey's heart in the process.",2017,PG,86,tt7074092,4,5913
2571,2571.0,ts79086,Mariposa de barrio,SHOW,"This drama reveals the difficult rise to fame of the Mexican-American singer Jenni Rivera, from her past of abuse to success as a band leader.",2017,TV-MA,46,tt6834120,7,238
2593,2593.0,ts82843,The Curious Creations of Christine McConnell,SHOW,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts -- and wildly inappropriate creatures.",2018,TV-PG,27,tt8773080,7,2391
2595,2595.0,tm358609,Sara's Notebook,MOVIE,"Laura has spent years looking for her sister Sara who went missing in the depths of the jungle in the Congo. Neither the NGO she works for, nor the embassy, have news on her whereabouts until a photo appears of Sara in a mining town. Apparently, Sara is being held captive by The Hawk, the fearsome rebel leader who controls the mafias behind the prized mineral coltan.",2018,R,115,tt6599742,5,2699
2596,2596.0,ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,Paul Hollywood who is an actor and a baker from Liverpool tries to find out how the most popular cars of the three big European countries express their nation's identities and the connections with their cultures.,2017,TV-14,58,tt7936386,7,206
2602,2602.0,tm233345,Love Beats Rhymes,MOVIE,"A young woman dreams of making it big in the world of hip hop, but her parents demand that she finish her university degree. She dutifully agrees to complete her education, but her spoken word proves to have a powerful impact in the classroom.",2017,R,105,tt4721022,5,1057
2618,2618.0,tm324204,Monster Island,MOVIE,"Young Lucas finds out he's not really a human after he surprisingly transforms into a monster in front of the most popular kids at school. His search for Monster Island and his real roots takes him on a fabulously scary journey that puts him face to face with more tentacles, fangs and far-out situations than he can shake one of his new wings at.",2017,PG,80,tt6269658,4,728
2637,2637.0,ts84644,Westside,SHOW,Nine struggling musicians share the spotlight in this deeply personal reality series about the challenges and thrills of staging a Hollywood showcase.,2018,TV-MA,47,tt8693758,6,168
2641,2641.0,tm300440,The Mansion,MOVIE,"A band of students comes to celebrate the New Year in an old manor house isolated from everything. But soon after their arrival, strange events disrupt the atmosphere, before the party turns squarely to the nightmare ...",2017,PG-13,100,tt7029854,4,2592
2642,2642.0,ts55484,My Only Love Song,SHOW,"Song Soo-Jung is an arrogant pop star who believes not only that status and money can get you anywhere, but that it defines your worth. She accidentally falls into a time-slip portal and travels back in time to the Joseon era where she meets On-Dal, a man who loves money yet is generous to those without.",2017,TV-MA,36,tt6125832,7,647
2643,2643.0,ts81856,Borges,SHOW,"Four employees of an import company discover that they were cheated by their former boss with a proposed society. Now with the bankrupt company, it is up to this quartet to solve all the processes and debts of the company. With no money to clear all accounts, they decide to create a video channel for the internet.",2018,TV-MA,24,tt7895652,6,168
2647,2647.0,ts79585,Dinotrux: Supercharged,SHOW,"Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",2017,TV-Y7,23,tt7620702,7,94
2648,2648.0,tm351201,In the Family,MOVIE,"The neurotic Fikret and tavern singer Solmaz, whose 21 year long relationships end on the same day, meet through a funny coincidence. When Solmaz's daughter Zeynep decides to marry her lover from Adana, the ever-fearful Fikret ends up having to play the role of his life. Intended at first to be kept in the family, the wedding becomes a much bigger event upon the insistence of the groom's relatives. Can our heroes come to terms with the traditional Adana family who carry guns and own a kebab restaurant chain, and see the wedding through without mishaps?",2017,PG-13,124,tt7642818,7,23297
2650,2650.0,ts75750,Revolutionary Love,SHOW,"Byun Hyuk is the younger son of a rich conglomerate family who was born with a silver spoon in his mouth. The lack of difficulties in life contributed to the carefree and hopelessly positive mindset of his. One day, he meets a girl who is everything that he is not. This drama is a depiction of youth where they learn about love and friendship.",2017,TV-MA,68,tt7340800,6,666
2651,2651.0,ts76540,Dennis & Gnasher Unleashed!,SHOW,"An animated series about a 10-year-old much-loved mischief-maker Dennis, his fearless friends and their hometown.",2017,TV-Y7,13,tt7081512,7,82
2665,2665.0,tm372061,Sudani from Nigeria,MOVIE,"When a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences.",2018,PG,123,tt7582102,8,4159
2668,2668.0,tm445153,Njan Prakashan,MOVIE,"Pining for a lavish life abroad, a lazy but lovable guy next door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.",2018,G,131,tt8286926,7,4304
2679,2679.0,ts82564,Jimmy: The True Story of a True Idiot,SHOW,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",2018,TV-MA,42,tt6866914,6,77
2685,2685.0,tm432327,C/o Kancharapalem,MOVIE,"From a schoolboyâ€™s crush to a middle-aged bachelorâ€™s office romance, four love stories spanning age, religion and status unfold in a small Indian town.",2018,PG,152,tt7391996,9,6562
2687,2687.0,ts80859,Here to Heart,SHOW,She has more than work on her mind. Wen Nuan decides to quit her high-paying job in England to work as an executive assistant to the founder of a high-tech company in China. Zhan Nan Xian started the company with his classmates and used his financial savvy to weather the economic downturn and keep the company successful. It turns out that Wen Nuan and Nan Xian were in a relationship in the past. Can Wen Nuan make herself indispensable to Nan Xian in both his work and his life?,2018,TV-14,45,tt8791742,7,219
